,text,emotion
1093,i guess they cant help but at least feel remorseful that she died so horribly and im pretty sure matt wasnt crying because he cared,Sadness
1094,i feel so annoyed,Anger
1095,i just feel like a smarter more well rounded person because of it,Joy
1096,i was bopping around the house yesterday singing to myself and possibly out loud just a bit i feel charming oh so charming,Joy
1097,i am feeling very unsure of my future,Fear
1098,i came across the exchange point feeling strong,Joy
1099,i really remember is feeling wonderful in the oatmeal bath,Joy
1100,i got separated from the man i loved,Sadness
1101,i feel todays schedule was an aching am to pm backed up by a mere hours of sleep one sandwich and tall espresso,Sadness
1102,i could feel the delicate pressure of her fingers searching to feel my arm beneath the course fabric,Love
1103,ive clawed time back and i still feel strong,Joy
1104,i didn t walk the whole distance just sampled four or five stretches but i came home feel charmed by the experience,Joy
1105,i love feeling brave,Joy
1106,i wake up in the morning and have my voice and my throat feels ok but by the afternoon its all scratchy again and i sound like marge simpson until the night when its so bad and my throat is so sore i just have to whisper,Joy
1107,im going to sleep now while i still feel triumphant,Joy
1108,i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can t get messy,Sadness
1109,i also have a niggling feeling that im getting complacent in my abilities,Joy
1110,i feel at ease after sweet communing teach me it is far too little i know and do,Love
1111,i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,Joy
1112,i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,Fear
1113,i put up my christmas tree and im feeling fairly festive,Joy
1114,i feel numb the way a wound does before it really starts to hurt,Sadness
1115,i didnt want others negative energy weighing us down and influencing my feelings and thought process during this special time,Joy
1116,i feel glad and proud myself i could answer some complicated questions that i can t ever been done before,Joy
1117,im just feeling very uncertain and,Fear
1118,i tell people it feels like i am trying to convince people i am innocent but no one believes me,Joy
1119,i feel very very burdened by so many situations around me right now,Sadness
1120,im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,Fear
1121,i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,Joy
1122,im constantly feeling alone,Sadness
1123,im taking advantage of feeling artistic incase it runs away again bell had her baby the other day yay,Joy
1124,i still feel ashamed that i live in a world of people who dont know how,Sadness
1125,i don t want you to feel pressured into making love,Fear
1126,i feel like im actually supporting myself by making use of what i know and love,Joy
1127,i ask her what shed like to do and she just says she doesnt mind so i am always making suggestions and just feel like im having to try every day to keep her entertained,Joy
1128,i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,Fear
1129,i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,Sadness
